input_text,music_prompt,score
date:2025-07-09 time:15:32:00 bpm:81 cal:1.05042 sedentary:1 steps:- asleep:557 eff:84 rem:128 deep:110 wake:107,Gentle flowing melodies with soft harmonies,3
